title,author_dates,author,author_viaf,author_viaf_id,edition,editor,publisher,pub_place,pub_date,series_title,series_id,source,work_id,prelemmatized,notes
Mysteria evangelicae legis et sacramenti eucharistiae,-1216,Innocentius III,http://viaf.org/viaf/16017787,16017787,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 217",InnIii.MyEvLeE,Patrologia Latina,11831,True,
Satyrarum appendix,1409-1464,"Correr, Gregorio",http://viaf.org/viaf/18019094,18019094,"critical edition, apparatus not encoded","A. Onorato, 1991",,,,Musisque Deoque 2007,CorGre.Saap,,20285,True,
Descriptio sacri Casini montis,1007-1150,Petrus diaconus,http://viaf.org/viaf/90775767,90775767,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 173",PetDia.DeSaCaM,Patrologia Latina,11029,True,
Ordo restitutus epistolarum,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1849,"Patrologia Latina, vol. 77",AucInc.OrReEp,Patrologia Latina,8059,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs']
Chronicon,,Auctor incertus (Liutprandus Cremonensis?),,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 136",AuInLiC.Chroni21,Patrologia Latina,9476,True,
De differentiis topicis,480-525,Boetius,http://viaf.org/viaf/100218964,100218964,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1847,"Patrologia Latina, vol. 64",Boetiu.DeDiTo,Patrologia Latina,7781,True,
Epigrammata,40-c.103,Martialis,http://viaf.org/viaf/8099277,8099277,"eclectic edition, apparatus not encoded","Wilhelm Heraeus, 1862-1938 (main editor)",,Leipzig,40-c.103,,Martia.Epigram,,12670,True,
De eleemosyna ad Mainardum,1007-1072,Petrus Damianus,http://viaf.org/viaf/50018008,50018008,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 145",PetDam.DeElAdM,Patrologia Latina,10085,True,
Carmina ad Blasium Hoelcelium,1538,"Gadio, Giorgio",,,"critical edition, apparatus not encoded","P. Bonomo, 1518",,,,Musisque Deoque 2007,GadGio.CaBlHo,,19863,True,
Elegia ad Florentiam,1463-1494,Giovanni Pico della Mirandola,http://viaf.org/viaf/34491108,34491108,,"Elegia ad Florentiam (Gian Francesco Pico della Mirandola, 1557-1573) testo tratto da Poeti d'Italia in lingua latina .",ALIM,,20/10/2016,,GioPic.EleAdFlore,,15462,True,
Chronicon,,Andreas Castri Cameracesii,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 149",AnCaCa.Chroni28,Patrologia Latina,10274,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs']
Diploma de donatione medietatis villae Gibellet,fl. 1103,Raimundus de Curamonta,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 155",RaDeCu.DiDeDoM,Patrologia Latina,10562,True,
Vita et res gesta S. Altmanni,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 148",AucInc.ViEtReG,Patrologia Latina,10240,True,
Sermones de diversis,-1216,Innocentius III,http://viaf.org/viaf/16017787,16017787,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 217",InnIii.SeDeDi4,Patrologia Latina,11834,True,
Ordo Romanus VII,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1849,"Patrologia Latina, vol. 78",AucInc.OrRoVi2,Patrologia Latina,8075,True,
De bono viduitatis,354-430,Augustinus Hipponensis,http://viaf.org/viaf/66806872,66806872,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1841,"Patrologia Latina, vol. 40",AugHip.DeBoVi,Patrologia Latina,7393,True,
Sermones dubii,,Auctor incertus (Augustinus Hipponensis?),,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1841,"Patrologia Latina, vol. 39",AugSpu.SerDub,Patrologia Latina,7336,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs']
Sermones in Canticum Salomonis,-1172,Gillebertus de Hoilandia,http://viaf.org/viaf/67781845,67781845,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 184",GiDeHo.SeInCaS,Patrologia Latina,11316,True,
Carteggio,1504-1573,Giambattista Giraldi Cinzio,http://viaf.org/viaf/34466862,34466862,,,Biblioteca Italiana,Roma,2003,Collezione BibIt,,,13000,True,
Carmina,1437-1496,Callimaco Esperiente,http://viaf.org/viaf/316396208,316396208,"critical edition, apparatus not encoded","F. Sica, 1981",,,,Musisque Deoque 2007,CalEsp.Carm,,19800,True,
Annales Placentini,-1235,Iohannes Codagnellus,http://viaf.org/viaf/34832288,34832288,"critical edition, no apparatus","Holder-Egger, Oswald",Hahn,Hannover,1901,,IohCod.AnnPlac,,16672,True,
De inventione S. Crucis,1056-1133,Hildebertus Cenomanensis,http://viaf.org/viaf/282035032,282035032,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 171",HilCen.DeInSCr,Patrologia Latina,10923,True,
De miraculis et memoria Emmerammi,,Arnoldus Emmerammensis,http://viaf.org/viaf/55897799,55897799,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 141",ArnEmm.DeMiEtM,Patrologia Latina,9846,True,
Liber Ecclesiastes,-1117,Anselmus Laudunensis et schola; Glossa ordinaria,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 113",WalStr.LibEcc2,Patrologia Latina,8946,True,
Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),,,,,,,University of Leipzig,Germany,2014,,,,14935,True,
Sententia libri Politicorum,1225-1274,Thomas Aquinas,http://viaf.org/viaf/264344179,264344179,"critical edition, apparatus not encoded",,Editio Leonina,Romae,1971,Corpus Thomisticum,ThomAqu.SenLiPol,,12032,True,
De S. Clemente,1090-1153,Bernardus Claraevallensis,http://viaf.org/viaf/59875293,59875293,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 183",BerCla.DeSCl,Patrologia Latina,11209,True,
De praescriptionibus adversus haereticos,150-230,Tertullianus,http://viaf.org/viaf/100226395,100226395,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1844,"Patrologia Latina, vol. 2",Tertul.DePrAdH,Patrologia Latina,73,True,
Politica,384BC–322BC,Aristoteles,http://viaf.org/viaf/7524651,7524651,,,,,,,Aristo.PolitiGR,,21308,True,"['Text was scanned at St. Olaf Spring, 1992.']"
De sacramento baptismi,,Leidradus Lugdunensis,http://viaf.org/viaf/301618032,301618032,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1851,"Patrologia Latina, vol. 99",LeiLug.DeSaBa,Patrologia Latina,8658,True,
Historia Vizeliacensis monasterii,1102-1167,Hugo Pictavinus,http://viaf.org/viaf/37271704,37271704,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 194",HugPic.HiViMo,Patrologia Latina,11490,True,
Contra duo principia Manichaeorum,c.285-c.365,Marius Victorinus,http://viaf.org/viaf/89512766,89512766,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1844,"Patrologia Latina, vol. 8",MarVic.CoDuPrM,Patrologia Latina,6848,True,
Petrus Crusitch castellanus Clissii Clementi papae VII [1532-09-22],-1537,"Crusich, Petrus",,,"early modern edition, no apparatus",Bessenyei József,,,"Siječnja
                        2012",,CruPet.PeCrCas,,13418,True,
Lamentatio in passionem Christi,,Auctor incertus (Bernardus Claraevallensis?),,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 184",AuInBeC.LaInPaC,Patrologia Latina,11272,True,
De Canaria,1313-1375,Giovanni Boccaccio,http://viaf.org/viaf/64002165,64002165,,,Biblioteca Italiana,Roma,2007,Collezione BibIt,,,13019,True,
Stephano Maylad vaivodae Transsylvano (1538-04-13) 1538,1504-1573,"Verantius, Antonius",http://viaf.org/viaf/136422,136422,"early modern edition, no apparatus",László Szalay,,,Siječnja 2008,,VerAnt.StMaVai,,13452,True,
Elogium,642–690,Julianus Toletanus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1851,"Patrologia Latina, vol. 96",JulTol.Elogiu,Patrologia Latina,8589,True,
De divisione naturae,810-877,Joannes Scotus Erigena,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 122",JoScEr.DeDiNa,Patrologia Latina,9177,True,
De dissensionibus filiorum Ludovici Pii,800-845,Nithardus S. Richarii,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 116",NiSRi.DeDiFiL,Patrologia Latina,9075,True,
Diplomata,1055-1067,Gervasius Remensis,http://viaf.org/viaf/365599,365599,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 143",GerRem.Diplom17,Patrologia Latina,10002,True,
Adnotatiunculae in collationes Joannis Cassiani,c.1005–1089,Lanfrancus Cantuariensis,http://viaf.org/viaf/82939845,82939845,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 150",LanCan.AdInCoJ,Patrologia Latina,10363,True,
Sermo de S. Marculfo,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 151",AucInc.SeDeSMa3,Patrologia Latina,10425,True,
De rerum natura,c.97BC-c.55BC,Lucretius,http://viaf.org/viaf/106388020,106388020,"eclectic edition, apparatus not encoded",Josefus Martin,Teubner,Lipsiae,1934,,Lucret.DeReNat,,12657,True,
Praefatio in suam collectionem homiliarum,c.1110–1187,Gilbertus Foliot,http://viaf.org/viaf/79147743,79147743,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 202",GilFol.PrInSuC2,Patrologia Latina,11614,True,
Epistola VI,,Theodorus I,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1851,"Patrologia Latina, vol. 87",TheI.EpiVi,Patrologia Latina,8303,True,
Clarissimo patricio Petro M. Joannes Sobote (1453-05-20) 1453,-1467,"Sobotae, Iohannes",,,"early modern edition, no apparatus",Franjo Rački,,,Prosinca 2010,,SobIoh.4530520,,13222,True,
Epigramma in morte Domiti Calderini,1451-1502,"Gotius, Iohannes",http://viaf.org/viaf/305600145,305600145,"early modern edition, no apparatus",Darko Novaković,,,Srpanj 2012.,,GotIoh.EpInMor,,13280,True,
Liber de causis,–1187,Gerhardus Cremonensis,http://viaf.org/viaf/84814786,84814786,"critical edition, apparatus not encoded, online edition","Auctor anonymus; Gerhardus vertit latine. Edidit Hans Zimmermann, online a Feire Fiz. source",,online,2001,Auctores scientiarum varii,LibDeCau,,12191,True,
Enchiridion,730-804,Alcuinus,http://viaf.org/viaf/96533523,96533523,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1851,"Patrologia Latina, vol. 100",Alcuin.Enchir,Patrologia Latina,21386,True,
De sapientia animae Christi,-1141,Hugo de S. Victore,http://viaf.org/viaf/9865788,9865788,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 176",HuDeSVi.DeSaAnC,,11083,True,
Aliae benedictiones,540-604,Gregorius I,http://viaf.org/viaf/100184667,100184667,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1849,"Patrologia Latina, vol. 78",GreI.AliBen,Patrologia Latina,8085,True,
Libri decretorum,c.960–1025,Burchardus Wormaciensis,http://viaf.org/viaf/111045814,111045814,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 140",BurWor.LibDec,Patrologia Latina,9830,True,
De varia modulatione psalmorum,978-1048,Berno Augiae Divitis,http://viaf.org/viaf/76459493,76459493,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 142",BeAuDi.DeVaMoP,Patrologia Latina,9927,True,
In feria IV Hebdomadae Sacrae,1090-1153,Bernardus Claraevallensis,http://viaf.org/viaf/59875293,59875293,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 183",BerCla.InFeIvH,Patrologia Latina,11231,True,
Poenitentiale Theodori cum testimoniis collatum,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1851,"Patrologia Latina, vol. 99",AucInc.PoThCuT,Patrologia Latina,8645,True,
Sermones suppositii de tempore,,Auctor incertus (Augustinus Hipponensis?),,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1841,"Patrologia Latina, vol. 39",AuInAuH.SeSuDeT,Patrologia Latina,7340,True,
Timaeus,c.425BC–347BC,Plato,http://viaf.org/viaf/303814984,303814984,,,,,,,Plato.Timaeus,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",21318,True,
In prophetiam Danielis de quatuor animalibus,371-444,Flavius Lucius Dexter,http://viaf.org/viaf/20019638,20019638,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1846,"Patrologia Latina, vol. 31",FlLuDe.InPrDaD,Patrologia Latina,7274,True,
Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),,,,,,,University of Leipzig,Germany,2014,,,,14977,True,
Epistolae,,Auctor incertus (Hieronymus Stridonensis?),,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1846,"Patrologia Latina, vol. 30",AuInHiS.Episto34,Patrologia Latina,7258,True,
Dictamina rhetorica,c.1190-c.1245,Guido Faba,http://viaf.org/viaf/24561532,24561532,,Print edition by: A. Gaudenzi,,,1892,,GuiFab.DicRhet,,15455,True,"['Genere: Retorica', 'Tipo: fonti letterarie', ""Note: Periodo di composizione dell'opera: 1226.1228 cicrca\r\nParole: 18399\r\nCaratteri: 1114421\r\nCorrezioni all'edizione:\r\nI\r\np. 123  tamdiu ] tamdium ed. p. 125 quicquid ] quicquidi ed. II\r\np. 58 multotiens ] multoties ed. p. 66 Christi ] Chisti ed. p. 68 servorum ] servorem ed. p. 73 archipresbitero ] archipresbistero ed. (2 volte)\r\np. 75 dicerem ] decerem ed. p. 79 habetis ] hebetis ed. p. 80 Sancti ] Sanctie ed. p. 81 facere ] fecere ed. p. 93 earumdem ] earumdum ed. p. 105 iuventutis ] inventutis ed. GCA"", 'Livello di codifica: 1']"
Ad Maximilianum Verhovacz epistola 28. Aprilis 1798,1729-1799,"Skerletz, Nicolaus",,,Digitalizat modernoga znanstvenog izdanja (2000).,Neven Jovanović,,,lipnja 2009,,SkeNic.AdM2804,"Škrlec, Nikola, Stjenko Vranjican, i Eugen Pusić. Nikola Škrlec Lomnički: (1729-1799). Sv. 2.
      Zagreb: Pravni fakultet et al, 2000.",13166,True,
Excerpta de Scauro et Palladio,c.400,Audax,http://viaf.org/viaf/299875561,299875561,"based on critical edition, no apparatus, online edition","Testo Marinone, GL-CD",digilibLT,Vercelli,2015,digilibLT,Audax.ExDeSca2,,14392,True,
Epistola ad Albericum,fl. 800,Lambertus Pultariensis,http://viaf.org/viaf/39733507,39733507,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1851,"Patrologia Latina, vol. 106",LamPul.EpAdAl,Patrologia Latina,8878,True,
Respublica,c.425BC–347BC,Plato,http://viaf.org/viaf/303814984,303814984,,,,,,,Plato.Respubl,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",21312,True,
Annales Pisani,c.1108-c.1190,Bernardo Maragone,http://viaf.org/viaf/89212158,89212158,,,Biblioteca Italiana,Roma,2003,Collezione BibIt,,,12985,True,
Liber sacramentorum,540-604,Gregorius I,http://viaf.org/viaf/100184667,100184667,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1849,"Patrologia Latina, vol. 78",GreI.LibSac,Patrologia Latina,8094,True,
Epistolae et decreta,,Symmachus papa,http://viaf.org/viaf/67261845,67261845,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1848,"Patrologia Latina, vol. 62",SymPap.EpEtDe14,Patrologia Latina,7735,True,
Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),,,,,,,University of Leipzig,Germany,2014,,,,14933,True,
Acta conventus Confluentiae,,Auctores varii,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 138",AucVar.AcCoCo,Patrologia Latina,9651,True,
Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),,,,,,,University of Leipzig,Germany,2014,,,,14976,True,
Carmen de monasterio Gemmeticensi,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 138",AucInc.CaDeMoG,Patrologia Latina,9597,True,
Galeotto suo epistula,1434-1472,"Pannonius, Janus",http://viaf.org/viaf/92387376,92387376,"early modern edition, no apparatus",Ács Pál,,,"Kolovoza
        2012.",,PanJan.GaSuEpi,,13344,True,
Liber de computo,780-856,Rabanus Maurus,http://viaf.org/viaf/95147534,95147534,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1851,"Patrologia Latina, vol. 107",RabMau.LiDeCo,Patrologia Latina,8889,True,
Prophetia Ezechielis,,Hieronymus Stridonensis; Gregorius IV,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 114",HiStGrI.ProEze,Patrologia Latina,9010,True,
Sermo in natali S. Narcissi,,Oliva Ausonensis,http://viaf.org/viaf/266600232,266600232,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 142",OliAus.SeInNaS3,Patrologia Latina,9966,True,
Epistola ad Willelmum,,Philippus II Franciae,http://viaf.org/viaf/2475426,2475426,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1855,"Patrologia Latina, vol. 209",PhIiFr.EpAdWi2,Patrologia Latina,11743,True,
Martyrologium,780-856,Rabanus Maurus,http://viaf.org/viaf/95147534,95147534,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1852,"Patrologia Latina, vol. 110",RabMau.Martyr3,Patrologia Latina,8914,True,
De infelicitate principum,1380-1459,Poggio Bracciolini,http://viaf.org/viaf/19722038,19722038,,Print edition by: Davide Canfora,Storia e letteratura,Roma,1998,,PogBra.DeInfPrinc,,15426,True,"['Genere: Trattatistica', 'Tipo: Fonti Letterarie', 'Tipo:', 'Note: Data di composizone del trattato: 1440\r\nParole: 13254\r\nCaratteri: 79174', 'Livello di codifica: 1']"
Carmen de passione Domini,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1844,"Patrologia Latina, vol. 7",AucInc.CaDePaD,Patrologia Latina,6816,True,
De officiis ministrorum,340-397,Ambrosius Mediolanensis,http://viaf.org/viaf/100227669,100227669,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1845,"Patrologia Latina, vol. 16",AmbMed.DeOfMi,Patrologia Latina,6974,True,
Ilias: operis ratio,1719-1794,"Cunichius, Raymondus",http://viaf.org/viaf/7422121,7422121,"early modern edition, no apparatus",Petra Šoštarić,,,Siječnja 2013,,CunRay.INToVeR,,13354,True,
Vita X S. Thomae Cantuariensis,,Benedictus Petriburgensis,http://viaf.org/viaf/205265265,205265265,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 190",BenPet.ViXSThC,Patrologia Latina,11438,True,
